"cellid","biname","date","xy","trap","bi","strain","replabel","ageatdox","ageatfl","bilength","maxabovelength","numblocks","firstblockabove","numblocks1","generation","strainrep"
"3_25_19 6 8","3_25_19 6 8.bi:1","3_25_19",6,8,"1","yTY160a","2",22,20,60,10,3,FALSE,"3",21,"yTY160a 3_25_19"
"3_25_19 6 8","3_25_19 6 8.bi:2","3_25_19",6,8,"2","yTY160a","2",22,20,90,0,1,FALSE,"1",22,"yTY160a 3_25_19"
"3_25_19 6 8","3_25_19 6 8.bi:3","3_25_19",6,8,"3","yTY160a","2",22,20,90,20,3,FALSE,"3",23,"yTY160a 3_25_19"
"3_25_19 6 8","3_25_19 6 8.bi:4","3_25_19",6,8,"4","yTY160a","2",22,20,90,30,3,FALSE,"3",24,"yTY160a 3_25_19"
"3_25_19 6 8","3_25_19 6 8.bi:5","3_25_19",6,8,"5","yTY160a","2",22,20,100,20,3,FALSE,"3",25,"yTY160a 3_25_19"
"3_25_19 6 8","3_25_19 6 8.bi:6","3_25_19",6,8,"6","yTY160a","2",22,20,10,0,1,FALSE,"1",26,"yTY160a 3_25_19"
"3_25_19 6 9","3_25_19 6 9.bi:1","3_25_19",6,9,"1","yTY160a","2",17,16,80,0,1,FALSE,"1",17,"yTY160a 3_25_19"
"3_25_19 6 9","3_25_19 6 9.bi:2","3_25_19",6,9,"2","yTY160a","2",17,16,90,10,3,FALSE,"3",18,"yTY160a 3_25_19"
"3_25_19 6 9","3_25_19 6 9.bi:3","3_25_19",6,9,"3","yTY160a","2",17,16,100,10,3,FALSE,"3",19,"yTY160a 3_25_19"
"3_25_19 6 9","3_25_19 6 9.bi:4","3_25_19",6,9,"4","yTY160a","2",17,16,80,10,3,FALSE,"3",20,"yTY160a 3_25_19"
"3_25_19 6 9","3_25_19 6 9.bi:5","3_25_19",6,9,"5","yTY160a","2",17,16,90,20,3,FALSE,"3",21,"yTY160a 3_25_19"
"3_25_19 7 2","3_25_19 7 2.bi:1","3_25_19",7,2,"1","yTY160a","2",22,20,80,10,3,FALSE,"3",21,"yTY160a 3_25_19"
"3_25_19 7 2","3_25_19 7 2.bi:2","3_25_19",7,2,"2","yTY160a","2",22,20,90,0,1,FALSE,"1",22,"yTY160a 3_25_19"
"3_25_19 7 2","3_25_19 7 2.bi:3","3_25_19",7,2,"3","yTY160a","2",22,20,90,0,1,FALSE,"1",23,"yTY160a 3_25_19"
"3_25_19 7 2","3_25_19 7 2.bi:4","3_25_19",7,2,"4","yTY160a","2",22,20,90,10,3,FALSE,"3",24,"yTY160a 3_25_19"
"3_25_19 7 2","3_25_19 7 2.bi:5","3_25_19",7,2,"5","yTY160a","2",22,20,90,0,1,FALSE,"1",25,"yTY160a 3_25_19"
"3_25_19 7 2","3_25_19 7 2.bi:6","3_25_19",7,2,"6","yTY160a","2",22,20,20,0,1,FALSE,"1",26,"yTY160a 3_25_19"
"3_25_19 7 6","3_25_19 7 6.bi:1","3_25_19",7,6,"1","yTY160a","2",19,18,80,0,1,FALSE,"1",19,"yTY160a 3_25_19"
"3_25_19 7 6","3_25_19 7 6.bi:2","3_25_19",7,6,"2","yTY160a","2",19,18,80,10,3,FALSE,"3",20,"yTY160a 3_25_19"
"3_25_19 7 6","3_25_19 7 6.bi:3","3_25_19",7,6,"3","yTY160a","2",19,18,100,0,1,FALSE,"1",21,"yTY160a 3_25_19"
"3_25_19 7 6","3_25_19 7 6.bi:4","3_25_19",7,6,"4","yTY160a","2",19,18,100,0,1,FALSE,"1",22,"yTY160a 3_25_19"
"3_25_19 7 6","3_25_19 7 6.bi:5","3_25_19",7,6,"5","yTY160a","2",19,18,80,10,2,FALSE,"2",23,"yTY160a 3_25_19"
"3_25_19 7 8","3_25_19 7 8.bi:1","3_25_19",7,8,"1","yTY160a","2",21,20,100,30,3,FALSE,"3",21,"yTY160a 3_25_19"
"3_25_19 7 8","3_25_19 7 8.bi:2","3_25_19",7,8,"2","yTY160a","2",21,20,100,10,3,FALSE,"3",22,"yTY160a 3_25_19"
"3_25_19 7 8","3_25_19 7 8.bi:3","3_25_19",7,8,"3","yTY160a","2",21,20,160,30,5,FALSE,">=5",23,"yTY160a 3_25_19"
"3_25_19 7 8","3_25_19 7 8.bi:4","3_25_19",7,8,"4","yTY160a","2",21,20,150,30,3,FALSE,"3",24,"yTY160a 3_25_19"
