xy,trap,time,yfpmean,area,yfpmean5by5,yfpsd5by5,yfpmax5by5,num5by5
24,4,12,0.00320782896505792,351,0.00321809657715226,1.56490191299542e-05,0.00325688563363088,196
24,4,13,0.00320509016625595,351,0.00321345036068902,1.07529790563812e-05,0.00323308155947204,196
24,4,14,0.00320874189799191,351,0.00321797512779431,1.36587709076429e-05,0.00325566491187915,196
24,4,15,0.00320722034310192,351,0.00321621566914704,1.24258926867446e-05,0.00324040588998245,196
24,4,16,0.00321634967244183,351,0.00322403202526147,1.39357977908111e-05,0.0032623788815137,196
24,4,17,0.0032090462089699,351,0.00321735231057403,3.13298461030746e-05,0.00329777981231403,196
24,4,18,0.00321378476562728,351,0.00322609355026057,2.30917826626474e-05,0.00328679331654841,196
24,4,19,0.00320830716802334,351,0.00321923944675146,2.42318471282838e-05,0.0032831311512932,196
24,4,20,0.00320439459830624,360,0.00321158129842308,9.8665078106518e-06,0.00324223697261006,204
24,4,21,0.00320545425260462,360,0.00321274517283834,1.28401295381644e-05,0.00323735408560311,204
24,4,22,0.003206513906903,360,0.00321080039553778,9.36096856059153e-06,0.0032300297550927,204
24,4,23,0.00320986241448589,360,0.00322306146842654,1.49959272240592e-05,0.00325078202487221,204
24,4,24,0.00320252960674109,360,0.00321375645703463,1.60894088480268e-05,0.00325383382925154,204
24,4,25,0.00320914184956299,360,0.00321975833898067,1.62385557207375e-05,0.00324650949874113,204
24,4,26,0.00320753117502945,360,0.00321678731765843,1.58387748960121e-05,0.00325627527275502,204
24,4,27,0.0032167289743394,360,0.00322559267088235,1.56628996595899e-05,0.00326298924238956,204
24,4,28,0.00321774624246585,360,0.00322753146425275,1.19282575228722e-05,0.00325627527275502,204
24,4,29,0.00321507591363393,360,0.00322747461691627,1.3794331510629e-05,0.00326726176852064,204
24,4,30,0.00320426743979043,360,0.00321475278140553,1.49012897166545e-05,0.00324834058136873,204
24,4,31,0.00320604765901171,360,0.00321167105737542,1.11745381305688e-05,0.00323674372472725,204
24,4,32,0.00320443698447817,360,0.00321298752200964,1.55535865294557e-05,0.00325261310749981,204
24,4,33,0.00319871485126691,360,0.00320577987813726,1.40571885956501e-05,0.00323369192034791,204
24,4,34,0.00320452175682204,360,0.003216386394338,1.53453460270057e-05,0.00324284733348592,204
24,4,35,0.00320080186563744,378,0.0032099270436765,2.21340973630778e-05,0.00328068970778973,218
24,4,36,0.00320585556848784,376,0.00321766712161158,2.64497827542503e-05,0.00327824826428626,216
24,4,37,0.00320191906549853,376,0.0032098595887411,1.66660849678786e-05,0.00324773022049287,216
24,4,38,0.00320305537563977,376,0.00321128941560772,1.11279270301163e-05,0.00323735408560311,216
24,4,39,0.00320447576331633,376,0.00321538109407187,1.5023334127332e-05,0.00324406805523766,216
24,4,40,0.00320624174306215,380,0.00321508701110441,1.17972533048839e-05,0.00324040588998245,220
24,4,41,0.00320676376223231,380,0.00321910152104705,1.65383733233143e-05,0.00326359960326543,220
24,4,42,0.00320555910260888,380,0.0032120879197098,1.11403006044327e-05,0.00323674372472725,220
24,4,43,0.00320455521958936,380,0.00321458207619801,1.24719703694483e-05,0.00324101625085832,220
24,4,44,0.00320391273445687,380,0.00321217392510595,1.14875551380875e-05,0.00323674372472724,220
24,4,45,0.00320660314094918,380,0.00321432128564195,1.3264454098077e-05,0.00324345769436179,220
